config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
Baseline,성인 CPR 시 가슴 압박 깊이는 몇 cm인가?,True,0.62,,False,GROUNDED,성인 CPR 시 가슴 압박 깊이는 약 5cm입니다.
Baseline,CPR에서 가슴 압박 속도는 분당 몇 회인가?,True,0.685,,False,GROUNDED,"CPR에서 가슴 압박 속도는 분당 100~120회입니다. 압박을 할 때는 약 5cm 깊이로 강하고 빠르게 압박하며, 압박 후에는 가슴이 완전히 원래대로 올라오도록 이완해야 합니다."
Baseline,가슴 압박과 인공호흡의 반복 비율은 어떻게 되는가?,True,0.499,,False,GROUNDED,"가슴 압박과 인공호흡의 반복 비율은 30:2입니다. 즉, 가슴 압박을 30회 시행한 후에 인공호흡을 2회 실시하는 방식으로 진행합니다. 만약 인공호흡에 자신이 없다면, 가슴 압박만 계속해서 시행하는 것이 좋습니다."
Baseline,CPR을 시작하기 전 환자의 반응은 어떻게 확인하는가?,True,0.705,,False,GROUNDED,"CPR을 시작하기 전 환자의 반응을 확인하는 방법은 다음과 같습니다. 먼저, 환자의 양쪽 어깨를 가볍게 두드리면서 ""괜찮으세요?""라고 큰 소리로 물어봅니다. 이 과정을 통해 환자가 반응하는지 확인합니다. 만약 환자가 반응이 없다면, 다음 단계로 넘어가야 합니다."
Baseline,CPR에서 환자의 호흡은 몇 초 이내로 확인하는가?,True,0.718,,False,GROUNDED,CPR에서 환자의 호흡은 10초 이내로 확인해야 합니다. 가슴과 배의 움직임을 관찰하여 호흡이 없거나 비정상적이면 심정지로 판단합니다.
Baseline,가슴 압박은 신체의 어느 부위에 시행하는가?,True,0.4,,False,GROUNDED,"가슴 압박은 신체의 가슴 중앙, 즉 복장뼈 아래쪽 절반에 시행합니다. 이때 두 손을 깍지 껴서 겹쳐 올리고, 단단하고 평평한 바닥에 눕힌 환자의 가슴을 압박합니다."
Baseline,AED가 도착하면 가장 먼저 무엇을 해야 하는가?,True,0.536,,False,GROUNDED,AED가 도착하면 가장 먼저 전원을 켜야 합니다. 그 후에는 음성 안내에 따라 패드를 부착하고 지시에 따라 진행합니다. 이 과정이 끝난 후에는 119 구급대가 도착하거나 환자가 회복될 때까지 심폐소생술(CPR) 압박을 계속해야 합니다.
Baseline,하임리히법에서 주먹은 환자 몸의 어느 부위에 대는가?,True,0.474,,False,GROUNDED,"하임리히법에서 주먹은 환자의 배꼽과 명치 사이, 즉 상복부에 대게 됩니다. 주먹을 쥐고 엄지 쪽을 해당 부위에 댄 후, 다른 손으로 그 주먹을 감싸 쥐는 방식으로 진행됩니다."
Baseline,하임리히법의 복부 밀어내기는 어느 방향으로 미는가?,True,0.402,,False,GROUNDED,하임리히법의 복부 밀어내기는 감싼 주먹을 안쪽 위쪽 방향으로 강하고 빠르게 밀어 올리는 방식입니다. 이 과정을 반복하여 이물질이 나오거나 환자가 숨을 쉴 때까지 계속 진행합니다.
Baseline,임산부에게 기도폐쇄가 발생하면 어떤 방법을 사용하는가?,True,0.477,,False,GROUNDED,"임산부에게 기도폐쇄가 발생한 경우, 복부 대신 가슴 중앙을 밀어내는 '가슴 밀어내기' 방법을 사용해야 합니다. 이는 임산부의 복부에 압력을 가하는 것이 위험할 수 있기 때문에, 가슴 중앙을 밀어내는 방식으로 기도폐쇄를 해소하려고 시도하는 것입니다. 이 방법을 통해 이물질을 제거하거나 환자가 숨을 쉴 수 있도록 도와야 합니다."
Baseline,기도폐쇄 환자가 의식을 잃으면 무엇을 해야 하는가?,True,0.657,,False,GROUNDED,기도폐쇄 환자가 의식을 잃으면 즉시 바닥에 눕히고 119에 신고한 뒤 심폐소생술을 시작해야 합니다. 이러한 조치는 환자의 생명을 구하기 위한 긴급한 대응입니다.
Baseline,심각한 기도폐쇄 상황은 어떻게 판단하는가?,True,0.604,,False,GROUNDED,"심각한 기도폐쇄 상황은 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 쉬지 못하는 모습을 보일 때 판단할 수 있습니다. 이러한 증상은 기도가 완전히 막혀 있다는 신호로, 즉각적인 응급 처치가 필요합니다."
Baseline,기도폐쇄 환자가 기침을 할 수 있으면 어떻게 대응하는가?,True,0.734,,False,GROUNDED,"기도폐쇄 환자가 기침을 할 수 있는 경우, 억지로 개입하지 말고 환자가 계속 세게 기침하도록 격려하며 지켜보는 것이 중요합니다. 기침은 기도에 있는 이물질을 제거하는 자연스러운 반응이므로, 환자가 스스로 기침을 통해 호흡을 회복할 수 있도록 지원하는 것이 최선의 대응입니다."
Baseline,화상 부위는 무엇으로 식혀야 하는가?,True,0.387,,False,GROUNDED,화상 부위는 흐르는 시원한 물로 약 20분간 식혀야 합니다. 얼음이나 얼음물은 오히려 조직 손상을 유발할 수 있으므로 사용하지 않는 것이 좋습니다.
Baseline,화상 부위를 물로 식히는 적정 시간은 얼마인가?,True,0.537,,False,GROUNDED,"화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 적정 시간입니다. 이 과정은 화상의 열을 식혀주고 추가적인 손상을 방지하는 데 중요합니다. 얼음이나 얼음물은 사용하지 않는 것이 좋습니다, 왜냐하면 이는 오히려 조직 손상을 유발할 수 있기 때문입니다."
Baseline,화상으로 생긴 물집은 터뜨려도 되는가?,True,0.508,,False,GROUNDED,"화상으로 생긴 물집은 절대 터뜨려서는 안 됩니다. 터진 물집은 감염 위험을 크게 높이기 때문에, 물집이 생겼더라도 자연스럽게 치유되도록 두는 것이 중요합니다. 화상 부위는 깨끗하고 마른 거즈나 천으로 느슨하게 덮어 보호하는 것이 좋습니다. 민간요법으로 알려진 연고, 기름, 된장, 치약 등을 바르는 것도 피해야 합니다."
Baseline,화상 부위에 얼음을 사용해도 되는가?,True,0.481,,False,GROUNDED,"아니요, 화상 부위에 얼음을 사용해서는 안 됩니다. 얼음이나 얼음물은 오히려 조직 손상을 유발할 수 있으므로, 화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 가장 안전하고 효과적인 응급처치 방법입니다."
Baseline,화상 부위는 무엇으로 덮어야 하는가?,True,0.382,,False,GROUNDED,"화상 부위는 깨끗하고 마른 거즈나 천으로 느슨하게 덮어야 합니다. 민간요법으로 알려진 연고, 기름, 된장, 치약 등의 물질은 바르지 않는 것이 중요합니다."
Baseline,화상 부위에 연고나 치약을 발라도 되는가?,True,0.377,,False,GROUNDED,"화상 부위에 연고나 치약을 바르는 것은 권장되지 않습니다. 화상 치료의 첫 단계는 화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이며, 이 과정이 끝난 후에는 전문적인 치료를 받는 것이 중요합니다. 연고나 치약은 감염을 유발하거나 화상 부위의 치유를 방해할 수 있으므로 사용하지 않는 것이 좋습니다. 화상이 심각하거나 범위가 넓은 경우에는 즉시 119에 신고하거나 병원으로 이송해야 합니다."
Baseline,화상 환자를 즉시 병원으로 이송해야 하는 경우는?,True,0.532,,False,GROUNDED,"화상 환자를 즉시 병원으로 이송해야 하는 경우는 다음과 같습니다:  1. 화상의 범위가 넓은 경우 2. 화상이 얼굴, 손, 발, 생식기 부위에 발생한 경우 3. 깊은 화상으로 판단되는 경우  이러한 상황에서는 즉시 119에 신고하거나 병원으로 이송하여 전문적인 치료를 받도록 해야 합니다."
Baseline,골절이 의심될 때 응급처치는 어떻게 하는가?,False,0.363,,False,HALLUCINATED,"골절이 의심될 때의 응급처치는 다음과 같습니다:  1. **환자 안정시키기**: 환자를 편안한 자세로 안정시킵니다. 움직이지 않도록 하고, 필요시 주변 사람들에게 도움을 요청합니다.  2. **부상 부위 고정**: 골절이 의심되는 부위를 움직이지 않도록 고정합니다. 가능하다면 부목이나 두꺼운 신문지 등을 사용하여 부위를 고정하세요. 고정할 때는 부상 부위 위아래를 함께 고정하는 것이 좋습니다.  3. **부종 방지**: 부상 부위가 부풀어 오르지 않도록 차가운 찜질을 하여 부종을 줄일 수 있습니다. 얼음팩이나 차가운 물에 적신 수건을 사용하되, 직접 피부에 닿지 않도록 주의합니다.  4. **의료 도움 요청**: 즉시 의료진의 도움을 요청합니다. 119에 연락하거나 가까운 병원으로 이동할 수 있도록 합니다.  5. **환자 관찰**: 환자의 상태를 지속적으로 관찰하며, 통증이나 의식 상태의 변화를 체크합니다. 필요시 CPR 등 추가적인 응급처치를 준비합니다.  이러한 절차를 통해 골절 환자의 상태를 안정시키고, 적절한 의료 처치를 받을 수 있도록 도와줍니다."
Baseline,코피가 멈추지 않을 때는 어떻게 처치하는가?,False,0.395,,False,HALLUCINATED,"코피가 멈추지 않을 때는 다음과 같은 방법으로 처치할 수 있습니다:  1. **안정된 자세 유지**: 환자가 편안하게 앉거나 서도록 하여 머리를 약간 앞으로 기울이게 합니다. 이렇게 하면 피가 목으로 흘러내리는 것을 방지할 수 있습니다.  2. **코를 압박하기**: 엄지와 검지를 사용하여 코의 양쪽을 강하게 눌러줍니다. 이 상태를 최소 5-10분 동안 유지합니다. 이때 입으로 숨을 쉬도록 합니다.  3. **차가운 압축**: 이마나 목 뒤에 차가운 찜질팩이나 얼음주머니를 대어 혈관을 수축시키고 출혈을 줄이는 데 도움을 줄 수 있습니다.  4. **지속적인 출혈 시**: 만약 20분 이상 코피가 멈추지 않거나 출혈이 심한 경우, 즉시 의료기관을 방문해야 합니다. 전문적인 치료가 필요할 수 있습니다.  5. **피부 자극 피하기**: 코를 세게 풀거나 만지지 않도록 주의합니다. 이는 출혈을 악화시킬 수 있습니다.  이러한 방법들을 통해 코피를 효과적으로 멈출 수 있지만, 상황에 따라 적절한 조치를 취하는 것이 중요합니다."
Baseline,뱀에 물렸을 때 올바른 응급처치는 무엇인가?,False,0.412,,False,HALLUCINATED,"뱀에 물렸을 때의 올바른 응급처치는 다음과 같습니다:  1. **안정 유지**: 피해자는 가능한 한 움직이지 않도록 하고, 심리적으로 안정시켜야 합니다. 뱀에 물린 부위의 혈액 순환을 최소화하기 위해 피해자를 편안한 자세로 눕히는 것이 좋습니다.  2. **상처 청결 유지**: 물린 부위를 깨끗하게 유지하되, 상처를 세척하거나 문지르지 않도록 합니다. 상처를 덮을 필요가 있다면 깨끗한 천이나 거즈로 덮어주세요.  3. **의료 도움 요청**: 즉시 응급 의료 서비스를 요청하거나 가까운 병원으로 이동해야 합니다. 뱀의 종류에 따라 치료가 달라질 수 있으므로, 가능한 한 빨리 전문적인 치료를 받는 것이 중요합니다.  4. **부종 방지**: 물린 부위가 부풀어 오를 수 있으므로, 해당 부위를 심장보다 낮은 위치에 두고, 압박 붕대를 사용하지 않도록 합니다. 압박 붕대는 혈액 순환을 방해할 수 있습니다.  5. **민간요법 피하기**: 물린 부위에 얼음이나 민간요법 물질(예: 기름, 연고 등)을 바르지 않도록 합니다. 이는 오히려 상황을 악화시킬 수 있습니다.  이러한 응급처치를 통해 피해자가 안전하게 치료를 받을 수 있도록 돕는 것이 중요합니다."
Baseline,약물을 잘못 삼켰을 때(음독) 어떻게 대응해야 하는가?,False,0.383,,False,HALLUCINATED,"약물을 잘못 삼켰을 때, 즉 음독이 발생한 경우에는 다음과 같은 절차를 따르는 것이 중요합니다:  1. **환자의 상태 확인**: 환자가 의식이 있는지, 반응이 있는지를 확인합니다. 만약 환자가 의식이 없거나 반응이 없다면 즉시 119에 신고해야 합니다.  2. **주변 사람에게 도움 요청**: 반응이 없는 경우, 주변 사람 중 한 명을 지목하여 즉시 119에 신고하도록 요청하고, 자동심장충격기(AED)를 가져오도록 합니다.  3. **응급처치**: 환자가 의식이 있고 기침이나 호흡이 가능한 경우, 자연스럽게 기침을 하도록 유도합니다. 그러나 환자가 기침을 할 수 없거나 호흡이 어려운 경우, 하임리히법을 적용할 수 있습니다. 이때는 다음과 같은 절차를 따릅니다:    - 환자의 뒤에서 팔을 감싸고, 주먹을 쥐어 복부 위쪽에 위치시킵니다.    - 감싼 주먹을 안쪽 위쪽 방향으로 강하고 빠르게 밀어 올립니다. 이물질이 나오거나 환자가 숨을 쉴 때까지 이 과정을 반복합니다.  4. **의료기관 방문**: 음독이 의심되는 경우, 즉시 병원으로 이동하여 전문적인 치료를 받는 것이 중요합니다. 약물의 종류와 양에 따라 적절한 처치가 필요할 수 있습니다.  항상 음독이 의심될 경우, 전문가의 도움을 받는 것이 가장 안전합니다."
Baseline,뇌졸중이 의심될 때 나타나는 대표 증상은 무엇인가?,False,0.267,,False,HALLUCINATED,"뇌졸중이 의심될 때 나타나는 대표적인 증상은 다음과 같습니다:  1. **얼굴의 비대칭**: 한쪽 얼굴이 처지거나 미소를 지을 때 비대칭이 나타날 수 있습니다. 2. **팔이나 다리의 약화**: 한쪽 팔이나 다리를 들어 올리기 어려워하거나 힘이 빠지는 증상이 나타날 수 있습니다. 3. **언어 장애**: 말을 하거나 이해하는 데 어려움이 있을 수 있으며, 발음이 부정확해지거나 혼란스러운 언어를 사용할 수 있습니다. 4. **시각 문제**: 한쪽 눈이나 양쪽 눈에서 시야가 흐려지거나 상실되는 경우가 있습니다. 5. **갑작스러운 두통**: 원인 모를 심한 두통이 갑자기 발생할 수 있습니다.  이러한 증상이 나타날 경우, 즉시 응급 의료 서비스를 요청하는 것이 중요합니다."
Baseline,저체온증 환자는 어떻게 처치해야 하는가?,False,0.449,,False,HALLUCINATED,"저체온증 환자를 처치할 때는 다음과 같은 단계를 따르는 것이 중요합니다:  1. **안전한 장소로 이동**: 환자를 따뜻한 장소로 옮깁니다. 바람이 불지 않고 따뜻한 환경이 필요합니다.  2. **보온**: 환자가 춥지 않도록 따뜻한 담요나 옷으로 덮어줍니다. 체온을 유지하는 것이 중요합니다.  3. **의식 상태 관찰**: 환자의 의식 상태를 지속적으로 관찰합니다. 의식이 있는 경우 따뜻한 음료를 제공할 수 있지만, 의식이 없는 경우에는 음료를 주지 않아야 합니다.  4. **의료진 호출**: 즉시 119에 신고하여 전문적인 의료 도움을 요청합니다.  5. **응급 처치**: 환자가 심각한 저체온증 상태에 있다면, 심폐소생술(CPR) 등의 응급 처치를 준비해야 할 수 있습니다.  이러한 단계를 통해 저체온증 환자를 안전하게 처치하고, 의료진의 도움을 받을 수 있도록 해야 합니다."
Baseline,물에 빠진 사람은 어떻게 구조해야 하는가?,False,0.271,,False,HALLUCINATED,"물에 빠진 사람을 구조하는 과정은 다음과 같습니다:  1. **안전 확인**: 먼저 구조자가 자신의 안전을 확인해야 합니다. 물속에 들어가기 전에 주변 환경이 안전한지 확인하고, 자신이 구조할 수 있는 능력이 있는지 판단합니다.  2. **구조 요청**: 주변에 다른 사람이 있다면 즉시 도움을 요청합니다. 119에 신고하여 구조 요청을 하도록 합니다.  3. **환자 확인**: 물속에 있는 환자가 의식을 잃었는지 확인합니다. 환자가 의식이 없다면, 즉시 바닥에 눕히고 심폐소생술(CPR)을 시작해야 합니다.  4. **심폐소생술(CPR)**:     - 환자의 반응을 확인한 후, 의식이 없으면 심폐소생술을 시작합니다.     - 가슴 압박을 약 5cm 깊이로, 분당 100~120회의 속도로 강하고 빠르게 압박합니다. 압박 후에는 가슴이 완전히 원래대로 올라오도록 이완합니다.  5. **기도 확보**: 물에 빠진 경우 기도가 막힐 수 있으므로, 기도를 확보하고 필요시 인공호흡을 실시합니다.  6. **구조 후 관리**: 구조된 후에는 환자를 따뜻하게 유지하고, 가능한 한 빨리 의료진에게 인계합니다.  구조 시에는 항상 자신의 안전을 우선시하고, 필요한 경우 전문 구조대의 도움을 받는 것이 중요합니다."
Baseline,감전 사고를 당한 사람에게 어떤 응급처치를 하는가?,False,0.368,,False,HALLUCINATED,"감전 사고를 당한 사람에게는 다음과 같은 응급처치를 해야 합니다:  1. **안전 확보**: 먼저, 감전된 사람을 구하기 전에 전원 차단이 가능한지 확인하세요. 전선이나 감전된 장비에 직접 접근하지 않도록 주의해야 합니다. 전원이 차단된 후에야 환자에게 접근할 수 있습니다.  2. **의식 확인**: 환자의 의식을 확인합니다. 의식이 없거나 반응이 없으면 즉시 119에 연락하여 도움을 요청합니다.  3. **심폐소생술(CPR)**: 환자가 의식이 없고 호흡이 없거나 비정상적이라면 심폐소생술을 시작합니다. 30회의 가슴 압박 후 2회의 인공호흡을 반복합니다.  4. **기도폐쇄 확인**: 만약 환자가 기침이나 말을 하지 못하고 숨을 쉬지 못하는 경우, 기도폐쇄가 의심됩니다. 이 경우 하임리히법을 적용합니다:    - 1단계: 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 못 쉬는 모습을 보이면 심각한 기도폐쇄로 판단합니다.    - 2단계: 한 손으로 주먹을 쥐고 엄지 쪽을 환자의 배꼽과 명치 사이에 댑니다.    - 3단계: 다른 손으로 그 주먹을 감싸 쥐고, 감싼 주먹을 안쪽 위쪽 방향으로 강하고 빠르게 밀어 올립니다(복부 밀어내기).    - 4단계: 이물질이 나오거나 환자가 숨을 쉴 때까지 이 과정을 반복합니다.  5. **의료 도움 요청**: 환자의 상태가 안정될 때까지 계속 관찰하고, 반드시 의료진의 도움을 받도록 합니다.  감전 사고는 심각한 상황이므로, 신속하고 적절한 응급처치가 중요합니다."
Baseline,경련(발작)을 일으키는 환자는 어떻게 돌봐야 하는가?,False,0.509,,False,HALLUCINATED,"경련(발작)을 일으키는 환자를 돌볼 때는 다음과 같은 단계를 따르는 것이 중요합니다:  1. **안전한 환경 조성**: 환자가 경련을 일으킬 때 주변의 위험 요소를 제거하여 부상을 방지합니다. 예를 들어, 날카로운 물체나 딱딱한 바닥에서 멀리 이동시킵니다.  2. **환자 보호**: 환자가 바닥에 넘어지지 않도록 부드러운 물체(예: 담요)를 깔아주고, 환자의 머리를 보호합니다. 환자의 머리 아래에 부드러운 물체를 두는 것이 좋습니다.  3. **자세 유지**: 환자가 경련 중에는 옆으로 눕히는 것이 좋습니다. 이렇게 하면 침이나 구토물이 기도로 들어가는 것을 방지할 수 있습니다.  4. **시간 기록**: 경련이 시작된 시간을 기록합니다. 경련이 5분 이상 지속되면 즉시 의료 도움을 요청해야 합니다.  5. **환자 관찰**: 경련이 끝난 후 환자의 의식 상태와 호흡을 관찰합니다. 환자가 의식을 잃거나 호흡이 불규칙하면 즉시 심폐소생술을 준비해야 합니다.  6. **의료 도움 요청**: 경련이 끝난 후에도 환자가 의식을 회복하지 않거나 추가적인 경련이 발생하면 즉시 119에 신고하여 도움을 요청합니다.  7. **환자 보온**: 환자가 경련 후 추위를 느낄 수 있으므로, 따뜻한 담요로 덮어주어 보온합니다.  이러한 단계를 통해 경련을 일으킨 환자를 안전하고 효과적으로 돌볼 수 있습니다."
Baseline,심한 출혈이 있을 때 지혈대는 어떻게 사용하는가?,False,0.314,,False,HALLUCINATED,"심한 출혈이 있을 때 지혈대를 사용하는 방법은 다음과 같습니다:  1. **안전 확보**: 먼저, 환자와 구조자가 안전한 장소에 있는지 확인합니다. 주변에 위험 요소가 없도록 합니다.  2. **출혈 부위 확인**: 출혈이 발생한 부위를 확인하고, 가능한 경우 출혈을 유발한 원인(예: 날카로운 물체 등)을 제거합니다.  3. **압박 지혈**: 출혈 부위에 깨끗한 천이나 붕대를 사용하여 압박을 가합니다. 이 단계에서 출혈이 멈추지 않으면 지혈대를 사용할 준비를 합니다.  4. **지혈대 준비**: 지혈대는 일반적으로 고무 밴드나 넓은 천으로 만들어져 있으며, 사용하기 전에 지혈대의 위치를 결정합니다. 지혈대는 출혈이 발생한 부위보다 위쪽(심장 쪽)으로 위치해야 합니다.  5. **지혈대 부착**: 지혈대를 출혈 부위 위쪽에 단단히 감습니다. 너무 느슨하게 감으면 효과가 없고, 너무 세게 감으면 혈액 순환에 문제가 생길 수 있으므로 적절한 압력을 유지해야 합니다.  6. **지혈대 고정**: 지혈대를 고정하여 압박이 유지되도록 합니다. 이때, 지혈대가 너무 세게 조이지 않도록 주의합니다.  7. **의료 도움 요청**: 지혈대를 부착한 후 즉시 119에 연락하여 구급차를 요청합니다. 지혈대는 가능한 한 빨리 제거해야 하므로, 전문 의료진이 도착할 때까지 환자를 안정시키고 지혈대를 유지합니다.  8. **환자 관찰**: 환자의 상태를 지속적으로 관찰하며, 의식이 있는지, 호흡이 정상인지 확인합니다.  이러한 절차를 통해 심한 출혈을 효과적으로 관리할 수 있습니다."
Baseline,발목을 삐었을 때 응급처치는 어떻게 하는가?,False,0.376,,False,HALLUCINATED,"발목을 삐었을 때의 응급처치는 다음과 같은 단계를 따르는 것이 좋습니다:  1. **휴식**: 발목에 무리를 주지 않도록 즉시 활동을 중단하고, 가능한 한 발을 쉬게 합니다.  2. **얼음 찜질**: 부상 부위에 얼음찜질을 하여 부기를 줄이고 통증을 완화합니다. 얼음을 직접 피부에 대지 말고, 수건이나 천에 싸서 사용하세요. 15-20분 간격으로 찜질하는 것이 좋습니다.  3. **압박**: 부상 부위에 압박 붕대를 감아 부기를 줄이고 안정성을 높입니다. 너무 세게 감지 않도록 주의하세요.  4. **높이 올리기**: 발목을 심장보다 높게 올려 부기를 줄이는 데 도움을 줍니다. 예를 들어, 베개 위에 발을 올려놓을 수 있습니다.  5. **통증 관찰**: 통증의 정도와 부기 상태를 주의 깊게 관찰합니다. 통증이 심하거나 부기가 심해지면 의료기관을 방문해야 합니다.  6. **의료기관 방문**: 만약 통증이 지속되거나 부상이 심각해 보인다면, 즉시 병원에 가거나 의료진의 도움을 받는 것이 필요합니다.  이러한 응급처치를 통해 발목 부상을 관리할 수 있으며, 필요시 전문가의 진료를 받는 것이 중요합니다."
