config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
Baseline,벌에 쏘여 심한 알레르기 반응이 나타나면 어떻게 하는가?,False,0.297,,False,HALLUCINATED,"벌에 쏘여 심한 알레르기 반응이 나타나는 경우, 즉각적인 응급 처치가 필요합니다. 다음과 같은 절차를 따르세요:  1. **안전한 장소로 이동**: 환자를 안전한 장소로 이동시켜 주변의 위험 요소를 피합니다.  2. **반응 확인**: 환자의 의식 상태를 확인합니다. ""괜찮으세요?""라고 물어보며 반응이 있는지 확인합니다.  3. **주변 도움 요청**: 반응이 없거나 심각한 증상이 나타나면, 주변 사람에게 즉시 119에 신고하도록 요청합니다. 이때, 자동심장충격기(AED)가 필요할 수 있으니 가져오도록 합니다.  4. **호흡 확인**: 환자의 호흡을 확인합니다. 가슴과 배의 움직임을 10초 이내로 관찰하여 호흡이 없거나 비정상적이면 심정지로 판단하고 CPR을 시작해야 합니다.  5. **에피네프린 사용**: 만약 환자가 알레르기 반응으로 인해 에피네프린 자동주사기(EpiPen)를 가지고 있다면, 즉시 사용하도록 합니다.  6. **응급 의료 서비스 도착까지 대기**: 응급 서비스가 도착할 때까지 환자를 안정시키고, 필요한 경우 CPR을 실시합니다.  벌에 쏘인 후 심한 알레르기 반응이 의심될 경우, 신속하고 적절한 응급 처치가 생명을 구할 수 있습니다."
Baseline,식중독 증상이 있을 때 어떤 응급처치를 해야 하는가?,False,0.486,,False,HALLUCINATED,"식중독 증상이 있을 때는 다음과 같은 응급처치를 고려해야 합니다:  1. **안정 유지**: 환자가 편안한 자세를 취하도록 도와주고, 필요시 안정된 환경을 제공합니다.  2. **수분 보충**: 구토나 설사로 인해 탈수 증상이 나타날 수 있으므로, 물이나 전해질 음료를 조금씩 자주 마시게 합니다. 단, 구토가 심할 경우에는 수분 섭취를 조절해야 합니다.  3. **의식 상태 관찰**: 환자의 의식 상태와 증상의 변화를 주의 깊게 관찰합니다. 심한 증상이나 의식 저하가 있을 경우 즉시 의료진의 도움을 요청해야 합니다.  4. **의료기관 방문**: 증상이 심각하거나 지속될 경우, 즉시 병원으로 이송하거나 119에 신고하여 전문적인 치료를 받도록 합니다.  5. **음식 섭취 자제**: 증상이 개선될 때까지는 음식 섭취를 자제하는 것이 좋습니다.  이러한 응급처치는 일반적인 가이드라인이며, 상황에 따라 적절한 조치를 취하는 것이 중요합니다."
Baseline,갑자기 실신한 사람은 어떻게 조치해야 하는가?,False,0.325,,False,HALLUCINATED,"갑자기 실신한 사람에 대한 조치는 다음과 같이 진행할 수 있습니다:  1. **안전한 장소로 이동**: 실신한 사람을 주변의 위험한 장소에서 멀리 이동시키고, 안전한 바닥에 눕힙니다.  2. **의식 확인**: 환자의 의식 상태를 확인합니다. 반응이 없으면 즉시 119에 신고합니다.  3. **심폐소생술 준비**: 환자가 의식을 잃은 상태라면, 심폐소생술(CPR)을 준비합니다. 심폐소생술은 환자의 호흡과 심장이 멈춘 경우에 시행해야 하므로, 119에 신고한 후 즉시 시작합니다.  4. **호흡 확인**: 환자의 호흡이 정상인지 확인합니다. 호흡이 없거나 비정상적이라면 심폐소생술을 시작합니다.  5. **보온 유지**: 환자가 추위를 느끼지 않도록 따뜻하게 유지합니다. 이때 통증이나 의식 상태를 지속적으로 관찰합니다.  6. **의료진 도착 대기**: 119에 신고한 후, 의료진이 도착할 때까지 환자의 상태를 계속 관찰하며 필요한 조치를 취합니다.  이러한 절차를 통해 실신한 사람에게 적절한 응급처치를 제공할 수 있습니다."
Baseline,고열이 심한 환자는 어떻게 열을 내려야 하는가?,False,0.387,,False,HALLUCINATED,"고열이 심한 환자를 다룰 때는 다음과 같은 방법으로 열을 내리는 것이 중요합니다:  1. **안정된 환경 조성**: 환자를 시원하고 통풍이 잘 되는 곳으로 이동시킵니다. 고온의 환경은 열을 더욱 높일 수 있으므로, 시원한 장소에서 안정시켜야 합니다.  2. **체온 측정**: 환자의 체온을 정확히 측정하여 고열의 정도를 확인합니다. 일반적으로 38도 이상이 고열로 간주됩니다.  3. **수분 섭취**: 환자가 의식이 있고 삼킬 수 있는 상태라면, 물이나 전해질 음료를 제공하여 수분을 보충합니다. 탈수는 고열을 악화시킬 수 있습니다.  4. **냉찜질**: 이마, 목, 겨드랑이, 사타구니 등 혈관이 가까운 부위에 차가운 물수건이나 얼음찜질을 해줍니다. 이는 체온을 낮추는 데 도움이 됩니다.  5. **옷차림 조정**: 환자가 너무 많은 옷을 입고 있다면 가벼운 옷으로 갈아입히거나 덮고 있는 이불을 덜어줍니다. 체온 조절을 위해 몸을 시원하게 유지하는 것이 중요합니다.  6. **의료진의 도움 요청**: 고열이 지속되거나 환자의 상태가 악화될 경우 즉시 의료진에게 도움을 요청합니다. 필요시 병원으로 이송해야 할 수 있습니다.  환자의 상태를 지속적으로 관찰하고, 의식이 없거나 심각한 증상이 나타날 경우 즉시 응급처치를 시행해야 합니다."
Baseline,탈수 증상이 있을 때 어떻게 대처해야 하는가?,False,0.38,,False,HALLUCINATED,"탈수 증상이 있을 때는 다음과 같은 방법으로 대처할 수 있습니다:  1. **수분 섭취**: 탈수의 가장 기본적인 대처 방법은 수분을 충분히 섭취하는 것입니다. 물이나 전해질 음료를 마시는 것이 좋습니다. 특히, 구토나 설사로 인해 수분 손실이 심한 경우에는 전해질이 포함된 음료가 도움이 됩니다.  2. **음식 섭취**: 수분이 많은 과일(예: 수박, 오이)이나 국물 같은 음식을 섭취하여 수분을 보충할 수 있습니다.  3. **휴식**: 탈수 증상이 나타날 경우, 충분한 휴식을 취하는 것이 중요합니다. 과도한 활동은 탈수를 악화시킬 수 있습니다.  4. **체온 조절**: 더운 날씨나 운동 후에는 체온이 상승할 수 있으므로, 시원한 곳에서 휴식을 취하거나 찬 물로 몸을 식혀주는 것이 좋습니다.  5. **의료 도움 요청**: 탈수 증상이 심각하거나, 의식이 혼미해지거나, 지속적인 구토, 심한 두통 등이 동반될 경우 즉시 의료진의 도움을 요청해야 합니다.  탈수는 심각한 상태로 발전할 수 있으므로, 증상이 경미하더라도 적절한 조치를 취하는 것이 중요합니다."
Baseline,눈에 이물질이 들어갔을 때는 어떻게 해야 하는가?,False,0.318,,False,HALLUCINATED,"눈에 이물질이 들어갔을 때는 다음과 같은 응급처치 방법을 따르는 것이 중요합니다:  1. **손을 깨끗이 씻기**: 이물질을 제거하기 전에 손을 깨끗이 씻어 감염을 예방합니다.  2. **눈을 비비지 않기**: 이물질이 들어간 눈을 비비면 더 큰 손상을 초래할 수 있으므로 절대 비비지 않도록 합니다.  3. **눈을 씻기**: 흐르는 물이나 식염수로 눈을 씻어 이물질을 제거합니다. 눈을 아래로 향하게 하고, 눈꺼풀을 부드럽게 벌린 상태에서 물을 사용하여 이물질이 흘러나가도록 합니다.  4. **눈꺼풀 확인**: 이물질이 눈꺼풀 안쪽에 있는 경우, 눈꺼풀을 조심스럽게 뒤집어 확인하고, 흐르는 물로 씻어냅니다.  5. **전문가에게 도움 요청**: 이물질이 잘 제거되지 않거나 통증, 시력 저하가 있을 경우 즉시 안과 전문의에게 상담을 받는 것이 중요합니다.  이러한 방법을 통해 눈에 들어간 이물질을 안전하게 제거할 수 있습니다."
Baseline,치아가 통째로 빠졌을 때 응급처치는 무엇인가?,False,0.416,,False,HALLUCINATED,"치아가 통째로 빠졌을 때의 응급처치는 다음과 같습니다:  1. **치아를 만지지 마세요**: 치아의 뿌리 부분을 만지지 않고, 치아의 crown(치관) 부분만을 조심스럽게 잡습니다.  2. **치아를 깨끗이 씻지 마세요**: 치아를 물로 씻거나 세척하지 않도록 합니다. 이는 치아의 세포를 손상시킬 수 있습니다.  3. **치아를 보관하세요**: 빠진 치아를 소금물이나 우유에 담아 보관하는 것이 좋습니다. 만약 그런 것이 없다면, 환자의 침에 담아두는 것도 방법입니다. 이는 치아의 생존 가능성을 높이는 데 도움이 됩니다.  4. **즉시 치과를 방문하세요**: 가능한 한 빨리 치과를 방문하여 전문적인 치료를 받는 것이 중요합니다. 빠진 치아를 재식립할 수 있는 가능성이 높습니다.  이러한 응급처치를 통해 치아를 최대한 안전하게 보관하고, 빠른 시간 내에 치료를 받을 수 있도록 하는 것이 중요합니다."
Baseline,동상에 걸렸을 때 올바른 처치법은 무엇인가?,False,0.44,,False,GROUNDED,"죄송하지만, 제공된 참고 문서에는 동상에 대한 처치법이 포함되어 있지 않습니다. 동상에 대한 일반적인 처치법은 다음과 같습니다:  1. **즉시 따뜻한 장소로 이동**: 동상에 걸린 사람을 따뜻한 곳으로 옮깁니다. 2. **냉각된 부위를 따뜻하게 하기**: 차가운 부위를 따뜻한 물에 담그거나 따뜻한 수건으로 감싸줍니다. 뜨거운 물이나 직접적인 열원(예: 난로, 전기 담요 등)은 피해야 합니다. 3. **부드럽게 마사지하지 않기**: 동상 부위를 문지르거나 마사지하지 않도록 합니다. 4. **의료 도움 요청**: 심한 동상 증상이 나타나면 즉시 의료 기관에 연락하여 전문적인 치료를 받도록 합니다.  동상에 대한 처치법에 대한 추가 정보가 필요하시다면, 관련 자료를 참고하시거나 전문가와 상담하시기 바랍니다."
Baseline,과호흡 증후군 환자는 어떻게 진정시켜야 하는가?,False,0.446,,False,HALLUCINATED,"과호흡 증후군 환자를 진정시키기 위해서는 다음과 같은 방법을 사용할 수 있습니다:  1. **안정된 환경 제공**: 환자가 편안하게 느낄 수 있는 조용하고 안전한 장소로 이동시킵니다.  2. **심호흡 유도**: 환자에게 느리고 깊은 호흡을 하도록 유도합니다. 예를 들어, ""코로 숨을 깊게 들이쉬고, 입으로 천천히 내쉬세요""라고 안내할 수 있습니다.  3. **종이봉투 사용**: 환자가 과호흡으로 인해 이산화탄소 농도가 낮아지는 경우, 종이봉투를 사용하여 호흡을 하게 하면 이산화탄소 농도를 정상으로 되돌리는 데 도움이 될 수 있습니다. 단, 이 방법은 환자가 의식을 잃지 않은 경우에만 사용해야 합니다.  4. **정서적 지지 제공**: 환자에게 차분하게 이야기하며 불안감을 덜어주고, 그들이 안전하다는 느낌을 받을 수 있도록 도와줍니다.  5. **의료 도움 요청**: 증상이 지속되거나 심각해질 경우, 즉시 의료 전문가의 도움을 요청해야 합니다.  이러한 방법들을 통해 과호흡 증후군 환자를 진정시키고, 필요한 경우 적절한 의료 처치를 받을 수 있도록 해야 합니다."
+Faithfulness,성인 CPR 시 가슴 압박 깊이는 몇 cm인가?,True,0.62,,False,GROUNDED,성인 CPR 시 가슴 압박 깊이는 약 5cm입니다.
+Faithfulness,CPR에서 가슴 압박 속도는 분당 몇 회인가?,True,0.685,,False,GROUNDED,"CPR에서 가슴 압박 속도는 분당 100회에서 120회 사이입니다. 압박은 강하고 빠르게 시행해야 하며, 압박 후에는 가슴이 완전히 원래대로 올라오도록 이완하는 것이 중요합니다."
+Faithfulness,가슴 압박과 인공호흡의 반복 비율은 어떻게 되는가?,True,0.499,,False,GROUNDED,"가슴 압박과 인공호흡의 반복 비율은 30:2입니다. 즉, 가슴 압박을 30회 시행한 후에 인공호흡을 2회 실시합니다. 만약 인공호흡에 자신이 없다면, 가슴 압박만 계속해서 시행하는 것이 좋습니다."
+Faithfulness,CPR을 시작하기 전 환자의 반응은 어떻게 확인하는가?,True,0.705,,False,GROUNDED,"CPR을 시작하기 전 환자의 반응을 확인하는 방법은 다음과 같습니다. 먼저, 환자의 양쪽 어깨를 가볍게 두드리면서 ""괜찮으세요?""라고 큰 소리로 물어봅니다. 이 과정을 통해 환자가 반응을 보이는지 확인합니다. 만약 환자가 반응하지 않는다면, CPR 절차를 계속 진행해야 합니다."
+Faithfulness,CPR에서 환자의 호흡은 몇 초 이내로 확인하는가?,True,0.718,,False,GROUNDED,CPR에서 환자의 호흡은 10초 이내로 확인해야 합니다. 가슴과 배의 움직임을 관찰하여 호흡이 없거나 비정상적이면 심정지로 판단합니다.
+Faithfulness,가슴 압박은 신체의 어느 부위에 시행하는가?,True,0.4,,False,GROUNDED,"가슴 압박은 신체의 가슴 중앙, 즉 복장뼈 아래쪽 절반에 시행합니다. 환자를 단단하고 평평한 바닥에 눕힌 후, 두 손을 깍지 껴서 겹쳐 올리고 이 부위에 압박을 시작합니다."
+Faithfulness,AED가 도착하면 가장 먼저 무엇을 해야 하는가?,True,0.536,,False,GROUNDED,AED가 도착하면 가장 먼저 전원을 켜야 합니다. 그 후 음성 안내에 따라 패드를 부착하고 지시에 따라 진행합니다. 이 과정에서 119 구급대가 도착하거나 환자가 회복될 때까지 심폐소생술(CPR) 압박을 계속해야 합니다.
+Faithfulness,하임리히법에서 주먹은 환자 몸의 어느 부위에 대는가?,True,0.474,,False,GROUNDED,"하임리히법에서 주먹은 환자의 배꼽과 명치 사이, 즉 상복부에 대어야 합니다."
+Faithfulness,하임리히법의 복부 밀어내기는 어느 방향으로 미는가?,True,0.402,,False,GROUNDED,하임리히법의 복부 밀어내기는 감싼 주먹을 안쪽 위쪽 방향으로 강하고 빠르게 밀어 올리는 방식입니다. 이 과정을 통해 이물질이 제거되거나 환자가 숨을 쉴 수 있을 때까지 반복합니다.
+Faithfulness,임산부에게 기도폐쇄가 발생하면 어떤 방법을 사용하는가?,True,0.477,,False,GROUNDED,"임산부에게 기도폐쇄가 발생한 경우, 복부 대신 가슴 중앙을 밀어내는 '가슴 밀어내기' 방법을 사용해야 합니다. 이는 임산부의 복부에 압력을 가하는 것이 위험할 수 있기 때문에, 가슴 중앙을 밀어내는 방식으로 기도를 확보하는 것이 안전합니다. 이 방법을 통해 기도폐쇄를 해결할 수 있도록 해야 합니다."
+Faithfulness,기도폐쇄 환자가 의식을 잃으면 무엇을 해야 하는가?,True,0.657,,False,GROUNDED,기도폐쇄 환자가 의식을 잃으면 즉시 바닥에 눕히고 119에 신고한 뒤 심폐소생술을 시작해야 합니다. 이는 환자의 생명을 구하기 위한 긴급한 조치입니다.
+Faithfulness,심각한 기도폐쇄 상황은 어떻게 판단하는가?,True,0.604,,False,GROUNDED,"심각한 기도폐쇄 상황은 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 쉴 수 없는 모습을 보일 때 판단합니다. 이러한 증상은 기도가 완전히 막혀 있다는 신호로, 즉각적인 응급 처치가 필요합니다."
+Faithfulness,기도폐쇄 환자가 기침을 할 수 있으면 어떻게 대응하는가?,True,0.734,,False,GROUNDED,"기도폐쇄 환자가 기침을 할 수 있는 경우, 억지로 개입하지 말고 환자가 계속해서 세게 기침하도록 격려하며 지켜보는 것이 중요합니다. 기침은 기도에 있는 이물질을 제거하는 자연스러운 반응이므로, 환자가 스스로 기침을 통해 호흡을 회복할 수 있도록 도와주는 것이 최선의 대응입니다."
+Faithfulness,화상 부위는 무엇으로 식혀야 하는가?,True,0.387,,False,GROUNDED,화상 부위는 흐르는 시원한 물에 약 20분간 식혀야 합니다. 얼음이나 얼음물은 오히려 조직 손상을 유발할 수 있으므로 사용하지 않는 것이 좋습니다.
+Faithfulness,화상 부위를 물로 식히는 적정 시간은 얼마인가?,True,0.537,,False,GROUNDED,화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 적정 시간입니다. 이 과정은 화상의 열을 식히고 추가적인 손상을 방지하는 데 중요합니다. 얼음이나 얼음물은 조직 손상을 유발할 수 있으므로 사용하지 않는 것이 좋습니다.
+Faithfulness,화상으로 생긴 물집은 터뜨려도 되는가?,True,0.508,,False,GROUNDED,"화상으로 생긴 물집은 절대로 터뜨리지 않아야 합니다. 터진 물집은 감염 위험을 크게 높일 수 있기 때문에, 물집이 생겼더라도 자연스럽게 치유되도록 두는 것이 중요합니다. 화상 부위는 깨끗하고 마른 거즈나 천으로 느슨하게 덮어 보호하는 것이 좋습니다. 민간요법으로 알려진 연고, 기름, 된장, 치약 등을 바르는 것도 피해야 합니다."
+Faithfulness,화상 부위에 얼음을 사용해도 되는가?,True,0.481,,False,GROUNDED,"화상 부위에 얼음을 사용해서는 안 됩니다. 얼음이나 얼음물은 오히려 조직 손상을 유발할 수 있기 때문에, 화상 응급처치에서는 화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 권장됩니다. 따라서 화상 치료 시에는 얼음 대신 시원한 물을 사용하는 것이 중요합니다."
+Faithfulness,화상 부위는 무엇으로 덮어야 하는가?,True,0.382,,False,GROUNDED,"화상 부위는 깨끗하고 마른 거즈나 천으로 느슨하게 덮어야 합니다. 민간요법으로 알려진 연고, 기름, 된장, 치약 등은 사용하지 않는 것이 좋습니다."
+Faithfulness,화상 부위에 연고나 치약을 발라도 되는가?,True,0.377,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,화상 환자를 즉시 병원으로 이송해야 하는 경우는?,True,0.532,,False,GROUNDED,"화상 환자를 즉시 병원으로 이송해야 하는 경우는 다음과 같습니다:  1. 화상의 범위가 넓은 경우 2. 화상이 얼굴, 손, 발, 생식기 부위에 발생한 경우 3. 깊은 화상으로 판단되는 경우  이러한 상황에서는 즉시 119에 신고하거나 병원으로 이송해야 합니다. 안전한 대처가 중요하므로, 빠른 조치를 취하는 것이 필요합니다."
+Faithfulness,골절이 의심될 때 응급처치는 어떻게 하는가?,False,0.363,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,코피가 멈추지 않을 때는 어떻게 처치하는가?,False,0.395,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,뱀에 물렸을 때 올바른 응급처치는 무엇인가?,False,0.412,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,약물을 잘못 삼켰을 때(음독) 어떻게 대응해야 하는가?,False,0.383,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,뇌졸중이 의심될 때 나타나는 대표 증상은 무엇인가?,False,0.267,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,저체온증 환자는 어떻게 처치해야 하는가?,False,0.449,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,물에 빠진 사람은 어떻게 구조해야 하는가?,False,0.271,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,감전 사고를 당한 사람에게 어떤 응급처치를 하는가?,False,0.368,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,경련(발작)을 일으키는 환자는 어떻게 돌봐야 하는가?,False,0.509,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,심한 출혈이 있을 때 지혈대는 어떻게 사용하는가?,False,0.314,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,발목을 삐었을 때 응급처치는 어떻게 하는가?,False,0.376,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,벌에 쏘여 심한 알레르기 반응이 나타나면 어떻게 하는가?,False,0.297,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,식중독 증상이 있을 때 어떤 응급처치를 해야 하는가?,False,0.486,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,갑자기 실신한 사람은 어떻게 조치해야 하는가?,False,0.325,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,고열이 심한 환자는 어떻게 열을 내려야 하는가?,False,0.387,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,탈수 증상이 있을 때 어떻게 대처해야 하는가?,False,0.38,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,눈에 이물질이 들어갔을 때는 어떻게 해야 하는가?,False,0.318,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,치아가 통째로 빠졌을 때 응급처치는 무엇인가?,False,0.416,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,동상에 걸렸을 때 올바른 처치법은 무엇인가?,False,0.44,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,과호흡 증후군 환자는 어떻게 진정시켜야 하는가?,False,0.446,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Threshold,성인 CPR 시 가슴 압박 깊이는 몇 cm인가?,True,0.62,,False,GROUNDED,성인 CPR 시 가슴 압박 깊이는 약 5cm입니다.
+Threshold,CPR에서 가슴 압박 속도는 분당 몇 회인가?,True,0.685,,False,GROUNDED,"CPR에서 가슴 압박 속도는 분당 100~120회입니다. 압박을 할 때는 약 5cm 깊이로 강하고 빠르게 압박하며, 압박 후에는 가슴이 완전히 원래대로 올라오도록 이완해야 합니다."
+Threshold,가슴 압박과 인공호흡의 반복 비율은 어떻게 되는가?,True,0.499,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
