config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
+Threshold,CPR을 시작하기 전 환자의 반응은 어떻게 확인하는가?,True,0.705,,False,GROUNDED,"CPR을 시작하기 전 환자의 반응을 확인하는 방법은 다음과 같습니다. 먼저, 환자의 양쪽 어깨를 가볍게 두드리면서 ""괜찮으세요?""라고 큰 소리로 물어봅니다. 이 과정을 통해 환자가 반응하는지 확인합니다. 만약 환자가 반응이 없다면, 다음 단계로 넘어가 주변 사람 중 한 명을 지목하여 즉시 119에 신고하도록 요청하고, 자동심장충격기(AED)를 가져오도록 합니다."
+Threshold,CPR에서 환자의 호흡은 몇 초 이내로 확인하는가?,True,0.718,,False,GROUNDED,CPR에서 환자의 호흡은 10초 이내로 확인해야 합니다. 가슴과 배의 움직임을 관찰하여 호흡이 없거나 비정상적이면 심정지로 판단합니다.
+Threshold,가슴 압박은 신체의 어느 부위에 시행하는가?,True,0.4,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,AED가 도착하면 가장 먼저 무엇을 해야 하는가?,True,0.536,,False,GROUNDED,AED가 도착하면 가장 먼저 전원을 켜야 합니다. 그 후에는 음성 안내에 따라 패드를 부착하고 지시에 따라 진행합니다. 이 과정이 끝난 후에는 119 구급대가 도착하거나 환자가 회복될 때까지 심폐소생술(CPR)을 계속해야 합니다.
+Threshold,하임리히법에서 주먹은 환자 몸의 어느 부위에 대는가?,True,0.474,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,하임리히법의 복부 밀어내기는 어느 방향으로 미는가?,True,0.402,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,임산부에게 기도폐쇄가 발생하면 어떤 방법을 사용하는가?,True,0.477,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,기도폐쇄 환자가 의식을 잃으면 무엇을 해야 하는가?,True,0.657,,False,GROUNDED,기도폐쇄 환자가 의식을 잃으면 즉시 바닥에 눕히고 119에 신고한 뒤 심폐소생술을 시작해야 합니다. 이는 환자의 생명을 구하기 위한 긴급한 조치입니다.
+Threshold,심각한 기도폐쇄 상황은 어떻게 판단하는가?,True,0.604,,False,GROUNDED,"심각한 기도폐쇄 상황은 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 쉴 수 없는 모습을 보일 때 판단할 수 있습니다. 이러한 증상은 기도가 완전히 막혀 있다는 신호로, 즉각적인 응급 처치가 필요합니다."
+Threshold,기도폐쇄 환자가 기침을 할 수 있으면 어떻게 대응하는가?,True,0.734,,False,GROUNDED,"기도폐쇄 환자가 기침을 할 수 있는 경우, 다음과 같이 대응해야 합니다:  1. **억지로 개입하지 않기**: 환자가 기침을 할 수 있다면, 억지로 개입하지 말고 환자가 스스로 기침을 하도록 격려합니다. 기침은 기도에서 이물질을 제거하는 자연스러운 방법이기 때문에, 환자가 기침을 통해 호흡을 회복할 수 있도록 지켜보는 것이 중요합니다.  2. **격려하기**: 환자가 기침을 계속할 수 있도록 긍정적으로 격려해 주며, 환자의 상태를 주의 깊게 관찰합니다. 기침이 강하고 지속적이라면, 환자가 스스로 이물질을 제거할 가능성이 높습니다.  이러한 방법으로 환자가 기침을 통해 기도를 확보할 수 있도록 도와주는 것이 중요합니다."
+Threshold,화상 부위는 무엇으로 식혀야 하는가?,True,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,화상 부위를 물로 식히는 적정 시간은 얼마인가?,True,0.537,,False,GROUNDED,"화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 적정 시간입니다. 이 과정은 화상의 열을 식혀주고 추가적인 손상을 방지하는 데 중요합니다. 얼음이나 얼음물은 사용하지 않는 것이 좋습니다, 왜냐하면 이는 오히려 조직 손상을 유발할 수 있기 때문입니다."
+Threshold,화상으로 생긴 물집은 터뜨려도 되는가?,True,0.508,,False,GROUNDED,"화상으로 생긴 물집은 절대 터뜨리지 않아야 합니다. 터진 물집은 감염 위험을 크게 높이기 때문에, 물집이 생겼더라도 자연스럽게 치유되도록 두는 것이 중요합니다. 물집은 피부를 보호하는 역할을 하므로, 이를 유지하는 것이 최선의 방법입니다."
+Threshold,화상 부위에 얼음을 사용해도 되는가?,True,0.481,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,화상 부위는 무엇으로 덮어야 하는가?,True,0.382,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,화상 부위에 연고나 치약을 발라도 되는가?,True,0.377,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,화상 환자를 즉시 병원으로 이송해야 하는 경우는?,True,0.532,,False,GROUNDED,"화상 환자를 즉시 병원으로 이송해야 하는 경우는 다음과 같습니다:  1. 화상의 범위가 넓은 경우 2. 화상이 얼굴, 손, 발, 생식기 부위에 발생한 경우 3. 깊은 화상으로 판단되는 경우  이러한 경우에는 즉시 119에 신고하거나 병원으로 이송하여 전문적인 치료를 받는 것이 중요합니다."
+Threshold,골절이 의심될 때 응급처치는 어떻게 하는가?,False,0.363,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,코피가 멈추지 않을 때는 어떻게 처치하는가?,False,0.395,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,뱀에 물렸을 때 올바른 응급처치는 무엇인가?,False,0.412,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,약물을 잘못 삼켰을 때(음독) 어떻게 대응해야 하는가?,False,0.383,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,뇌졸중이 의심될 때 나타나는 대표 증상은 무엇인가?,False,0.267,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,저체온증 환자는 어떻게 처치해야 하는가?,False,0.449,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,물에 빠진 사람은 어떻게 구조해야 하는가?,False,0.271,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,감전 사고를 당한 사람에게 어떤 응급처치를 하는가?,False,0.368,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,경련(발작)을 일으키는 환자는 어떻게 돌봐야 하는가?,False,0.509,,False,HALLUCINATED,"경련(발작)을 일으키는 환자를 돌볼 때는 다음과 같은 단계를 따르는 것이 중요합니다:  1. **안전한 환경 조성**: 환자가 경련을 일으킬 때 주변의 위험 요소를 제거하여 부상을 방지합니다. 예를 들어, 날카로운 물건이나 단단한 표면에서 멀리 이동시킵니다.  2. **환자 보호**: 환자가 바닥에 넘어지지 않도록 부드러운 물체(예: 담요나 옷)를 사용하여 머리를 보호합니다. 환자의 머리 아래에 부드러운 것을 두어 충격을 완화합니다.  3. **시간 기록**: 경련이 시작된 시간을 기록합니다. 경련이 5분 이상 지속되거나 연속적으로 여러 번 발생하면 즉시 의료 도움을 요청해야 합니다.  4. **환자 관찰**: 경련이 끝난 후 환자의 의식 상태와 호흡을 관찰합니다. 환자가 의식을 잃거나 호흡이 불규칙하면 즉시 심폐소생술을 준비해야 합니다.  5. **보온 유지**: 환자가 경련 후 추위를 느낄 수 있으므로, 따뜻한 담요로 덮어주어 보온을 유지합니다.  6. **의료진 대기**: 환자가 안정될 때까지 곁에서 지켜보며, 필요할 경우 의료진의 처치를 기다립니다.  이러한 절차를 통해 경련을 일으킨 환자를 안전하고 효과적으로 돌볼 수 있습니다."
+Threshold,심한 출혈이 있을 때 지혈대는 어떻게 사용하는가?,False,0.314,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,발목을 삐었을 때 응급처치는 어떻게 하는가?,False,0.376,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,벌에 쏘여 심한 알레르기 반응이 나타나면 어떻게 하는가?,False,0.297,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,식중독 증상이 있을 때 어떤 응급처치를 해야 하는가?,False,0.486,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,갑자기 실신한 사람은 어떻게 조치해야 하는가?,False,0.325,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,고열이 심한 환자는 어떻게 열을 내려야 하는가?,False,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,탈수 증상이 있을 때 어떻게 대처해야 하는가?,False,0.38,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,눈에 이물질이 들어갔을 때는 어떻게 해야 하는가?,False,0.318,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,치아가 통째로 빠졌을 때 응급처치는 무엇인가?,False,0.416,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,동상에 걸렸을 때 올바른 처치법은 무엇인가?,False,0.44,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,과호흡 증후군 환자는 어떻게 진정시켜야 하는가?,False,0.446,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,성인 CPR 시 가슴 압박 깊이는 몇 cm인가?,True,0.62,,False,GROUNDED,성인 CPR 시 가슴 압박 깊이는 약 5cm입니다.
+All,CPR에서 가슴 압박 속도는 분당 몇 회인가?,True,0.685,,False,GROUNDED,"CPR에서 가슴 압박 속도는 분당 100~120회입니다. 압박은 강하고 빠르게 시행해야 하며, 압박 후에는 가슴이 완전히 원래대로 올라오도록 이완하는 것이 중요합니다."
+All,가슴 압박과 인공호흡의 반복 비율은 어떻게 되는가?,True,0.499,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,CPR을 시작하기 전 환자의 반응은 어떻게 확인하는가?,True,0.705,,False,GROUNDED,"CPR을 시작하기 전 환자의 반응을 확인하는 방법은 다음과 같습니다. 먼저, 환자의 양쪽 어깨를 가볍게 두드리면서 ""괜찮으세요?""라고 큰 소리로 물어봅니다. 이 과정을 통해 환자가 반응하는지 확인합니다. 만약 환자가 반응하지 않는다면, 다음 단계로 넘어가야 합니다."
+All,CPR에서 환자의 호흡은 몇 초 이내로 확인하는가?,True,0.718,,False,GROUNDED,CPR에서 환자의 호흡은 10초 이내로 확인해야 합니다. 가슴과 배의 움직임을 관찰하여 호흡이 없거나 비정상적이면 심정지로 판단합니다.
+All,가슴 압박은 신체의 어느 부위에 시행하는가?,True,0.4,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,AED가 도착하면 가장 먼저 무엇을 해야 하는가?,True,0.536,,False,GROUNDED,AED가 도착하면 가장 먼저 전원을 켜야 합니다. 그 후 음성 안내에 따라 패드를 부착하고 지시에 따라 진행합니다. 이 과정이 끝난 후에는 119 구급대가 도착하거나 환자가 회복될 때까지 심폐소생술(CPR)을 계속해야 합니다.
+All,하임리히법에서 주먹은 환자 몸의 어느 부위에 대는가?,True,0.474,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,하임리히법의 복부 밀어내기는 어느 방향으로 미는가?,True,0.402,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,임산부에게 기도폐쇄가 발생하면 어떤 방법을 사용하는가?,True,0.477,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,기도폐쇄 환자가 의식을 잃으면 무엇을 해야 하는가?,True,0.657,,False,GROUNDED,기도폐쇄 환자가 의식을 잃으면 즉시 바닥에 눕히고 119에 신고한 뒤 심폐소생술을 시작해야 합니다. 이는 환자의 생명을 구하기 위한 긴급한 조치입니다.
+All,심각한 기도폐쇄 상황은 어떻게 판단하는가?,True,0.604,,False,GROUNDED,"심각한 기도폐쇄 상황은 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 쉬지 못하는 모습을 보일 때 판단할 수 있습니다. 이러한 증상은 기도가 완전히 막혔음을 나타내며, 즉각적인 응급 처치가 필요합니다."
+All,기도폐쇄 환자가 기침을 할 수 있으면 어떻게 대응하는가?,True,0.734,,False,GROUNDED,"기도폐쇄 환자가 기침을 할 수 있는 경우, 2단계에 따라 억지로 개입하지 말고 환자가 계속 세게 기침하도록 격려해야 합니다. 기침은 기도에 있는 이물질을 제거하는 자연스러운 방법이므로, 환자가 스스로 기침을 통해 호흡을 회복할 수 있도록 지켜보는 것이 중요합니다. 이때 환자가 안정감을 느낄 수 있도록 주변에서 지지해 주는 것이 좋습니다."
+All,화상 부위는 무엇으로 식혀야 하는가?,True,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위를 물로 식히는 적정 시간은 얼마인가?,True,0.537,,False,GROUNDED,"화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 적정 시간입니다. 이 과정은 화상의 열을 식히고 추가적인 손상을 방지하는 데 중요합니다. 얼음이나 얼음물은 사용하지 않는 것이 좋습니다, 왜냐하면 이는 오히려 조직 손상을 유발할 수 있기 때문입니다."
+All,화상으로 생긴 물집은 터뜨려도 되는가?,True,0.508,,False,GROUNDED,"화상으로 생긴 물집은 절대로 터뜨리지 않아야 합니다. 터진 물집은 감염 위험을 크게 높이기 때문에, 물집이 생겼더라도 자연스럽게 치유되도록 두는 것이 중요합니다. 화상 부위를 보호하고 감염을 예방하기 위해 깨끗하고 마른 거즈나 천으로 느슨하게 덮는 것이 좋습니다."
+All,화상 부위에 얼음을 사용해도 되는가?,True,0.481,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위는 무엇으로 덮어야 하는가?,True,0.382,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위에 연고나 치약을 발라도 되는가?,True,0.377,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 환자를 즉시 병원으로 이송해야 하는 경우는?,True,0.532,,False,GROUNDED,"화상 환자를 즉시 병원으로 이송해야 하는 경우는 다음과 같습니다:  1. 화상의 범위가 넓은 경우 2. 화상이 얼굴, 손, 발, 생식기 부위에 발생한 경우 3. 깊은 화상으로 판단되는 경우  이러한 상황에서는 즉시 119에 신고하거나 병원으로 이송하는 것이 중요합니다."
+All,골절이 의심될 때 응급처치는 어떻게 하는가?,False,0.363,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,코피가 멈추지 않을 때는 어떻게 처치하는가?,False,0.395,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,뱀에 물렸을 때 올바른 응급처치는 무엇인가?,False,0.412,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,약물을 잘못 삼켰을 때(음독) 어떻게 대응해야 하는가?,False,0.383,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,뇌졸중이 의심될 때 나타나는 대표 증상은 무엇인가?,False,0.267,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,저체온증 환자는 어떻게 처치해야 하는가?,False,0.449,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,물에 빠진 사람은 어떻게 구조해야 하는가?,False,0.271,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,감전 사고를 당한 사람에게 어떤 응급처치를 하는가?,False,0.368,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,경련(발작)을 일으키는 환자는 어떻게 돌봐야 하는가?,False,0.509,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+All,심한 출혈이 있을 때 지혈대는 어떻게 사용하는가?,False,0.314,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,발목을 삐었을 때 응급처치는 어떻게 하는가?,False,0.376,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,벌에 쏘여 심한 알레르기 반응이 나타나면 어떻게 하는가?,False,0.297,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,식중독 증상이 있을 때 어떤 응급처치를 해야 하는가?,False,0.486,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,갑자기 실신한 사람은 어떻게 조치해야 하는가?,False,0.325,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,고열이 심한 환자는 어떻게 열을 내려야 하는가?,False,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,탈수 증상이 있을 때 어떻게 대처해야 하는가?,False,0.38,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,눈에 이물질이 들어갔을 때는 어떻게 해야 하는가?,False,0.318,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,치아가 통째로 빠졌을 때 응급처치는 무엇인가?,False,0.416,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,동상에 걸렸을 때 올바른 처치법은 무엇인가?,False,0.44,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,과호흡 증후군 환자는 어떻게 진정시켜야 하는가?,False,0.446,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
